_id,No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat.,Lon.,Temperature,Rainfall,Holiday
582,582,2023-07-18,ลาดพร้าว 71,ลาดพร้าว 71,1256,258.0,8,0,8,0,2663,795.0,34,0,59,22,697.0,148,8,0,8,6,5970.0,13.78709225,100.6077469,30.419723653423766,13.432094174040843,0
583,583,2023-07-18,ลาดพร้าว 71,ลาดพร้าว,2396,635.0,101,2,16,7,9990,4350.0,331,1,218,17,2764.0,983,65,0,35,2,21913.0,13.78709225,100.6077469,30.310349542765024,48.13649183771951,0
584,584,2023-07-18,จันทิมา,ลาดพร้าว 80,308,113.0,0,0,2,0,1375,617.0,1,0,24,3,565.0,185,5,0,5,1,3204.0,13.78832729,100.6051615,26.427026683491682,11.678276267015718,0
585,585,2023-07-18,จันทิมา,ลาดพร้าว,2562,698.0,102,0,41,6,7866,3004.0,459,0,401,32,2461.0,748,90,0,21,5,18496.0,13.78832729,100.6051615,27.139262641307973,33.66165801933849,0
586,586,2023-07-18,จุดกลับรถถนนลาดพร้าว  (ใต้ทางด่วนฉลองรัช),ลาดพร้าว,730,137.0,0,0,1,2,2054,852.0,0,0,8,6,571.0,213,0,0,0,1,4575.0,13.78640935,100.6087576,25.493432065238416,7.562923143033662,0
587,587,2023-07-19,รามอินทรา 34,รามอินทรา 34,162,47.0,0,0,1,0,649,245.0,1,0,13,0,180.0,50,0,0,1,0,1349.0,13.735739,100.521583,32.71675161564454,34.14781413725623,0
588,588,2023-07-19,รามอินทรา 34,รามอินทรา,7604,2295.0,93,15,97,4,23131,10861.0,337,19,2219,15,6185.0,2922,118,2,302,4,56223.0,13.735739,100.521583,27.96323533594196,40.84161275887519,0
589,589,2023-07-19,มัยลาภ,รามอินทรา 14,393,129.0,0,0,2,0,1475,538.0,0,0,27,1,409.0,155,0,0,3,1,3133.0,13.735739,100.521583,28.32099984032866,26.276616927642387,0
590,590,2023-07-19,มัยลาภ,รามอินทรา,7912,2678.0,107,14,149,0,24956,9506.0,469,59,1187,7,6799.0,2249,124,22,68,2,56308.0,13.735739,100.521583,31.92113140928296,46.03264565353253,0
591,591,2023-07-20,หน้าโรงเรียนทวีธาภิเศก,บางขุนเทียนชายทะเล,1363,745.0,5,0,37,0,3738,2897.0,10,2,266,0,913.0,833,5,0,22,0,10836.0,13.57979328,100.4258566,28.11142456142919,23.728554169029742,0
592,592,2023-07-20,หน้า รพ.ผู้สูงอายุบางขุนเทียน,บางขุนเทียนชายทะเล,1088,758.0,1,1,73,1,3451,3031.0,8,1,365,2,905.0,775,5,0,23,0,10488.0,13.57288923,100.4225114,31.53768139825864,12.35158310586727,0
593,593,2023-07-21,เตาปูน,ซอยนำชัย,12,5.0,0,0,0,0,19,12.0,0,0,0,1,10.0,7,0,0,0,0,66.0,13.80638461,100.5308174,28.93528619918065,43.50633040825391,0
594,594,2023-07-21,เตาปูน,ประชาราษฎร์,1809,223.0,32,0,7,50,4120,1081.0,146,1,68,144,747.0,168,26,0,7,69,8698.0,13.80638461,100.5308174,33.34429788330472,49.492897227407425,0
595,595,2023-07-21,เตาปูน,ประชาราษฎร์สาย 2,2854,480.0,54,0,21,61,9990,2668.0,244,1,169,283,3358.0,631,55,0,26,65,20960.0,13.80638461,100.5308174,27.09457462058059,38.282337506397724,0
596,596,2023-07-24,ปากซอยคู้บอน 44,คู้บอน,4706,1506.0,6,0,51,0,17394,5252.0,24,0,304,1,4231.0,1193,12,0,39,1,34720.0,13.85782012,100.6862873,32.502909742684594,32.28367616115606,0
597,597,2023-07-24,ปากซอยนิมิตใหม่ 40,นิมิตใหม่,3539,1679.0,0,0,526,0,6887,4587.0,2,2,2285,3,1767.0,1093,8,0,258,0,22636.0,13.8862141,100.3185204,34.84243593136033,39.58182012120255,0
598,598,2023-07-24,หทัยราษฎร์ - หทัยมิตร,หทัยราษฎร์,3166,1656.0,10,3,43,6,9615,5648.0,45,15,349,28,2481.0,1413,10,0,30,3,24521.0,13.735739,100.521583,29.63465362385245,33.110711621044125,0
599,599,2023-07-24,หทัยราษฎร์ - หทัยมิตร,หทัยมิตร,1952,583.0,1,3,10,2,5176,1944.0,3,16,108,7,1553.0,709,0,3,27,1,12098.0,13.735739,100.521583,26.56123232659649,27.118349352476244,0
600,600,2023-07-25,หลักสี่,กำแพงเพชร 6,1786,325.0,2,0,9,1,7735,2128.0,9,4,43,14,2988.0,563,1,1,5,2,15616.0,13.735739,100.521583,34.567978782094855,18.830682292885438,0
601,601,2023-07-25,หลักสี่,แจ้งวัฒนะ,4016,705.0,38,0,71,4,12675,4112.0,193,5,419,22,2591.0,811,52,5,82,2,25803.0,13.735739,100.521583,26.48630507346197,32.89536996096036,0
602,602,2023-07-26,เย็นอากาศ,นางลิ้นจี่,1727,651.0,33,0,32,18,7499,2779.0,193,0,245,61,2622.0,807,50,0,53,19,16789.0,13.71041128,100.5418687,29.76150435310391,44.94501224099038,0
603,603,2023-07-26,เย็นอากาศ,จันทน์,1086,174.0,9,0,24,20,2732,780.0,31,0,92,40,965.0,264,5,0,9,13,6244.0,13.71041128,100.5418687,33.90207415135995,36.62177455710261,0
604,604,2023-07-26,เย็นอากาศ,เย็นอากาศ,159,38.0,0,0,2,1,724,281.0,0,0,3,11,193.0,99,0,0,0,1,1512.0,13.71041128,100.5418687,26.05312781254706,40.10768025465767,0
605,605,2023-07-27,ศุลกากร,เกษมราษฎร์,2890,869.0,106,2,81,13,10667,4479.0,393,3,805,85,2891.0,1033,115,1,43,22,24498.0,13.714725,100.565167,30.67258791643909,19.457738528812502,0
606,606,2023-07-27,ศุลกากร,สุนทรโกษา,2072,650.0,78,0,147,68,6027,3085.0,313,0,1387,229,1440.0,559,137,0,160,24,16376.0,13.714725,100.565167,32.6333303751051,28.470557075302498,0
607,607,2023-07-27,ศุลกากร,อาจณรงค์,1302,598.0,9,0,108,11,3010,2136.0,5,0,934,21,728.0,501,3,0,183,6,9555.0,13.714725,100.565167,27.48328057101756,7.39675094060897,0
608,608,2023-08-03,พระราม 3 - รัชดา,รัชดาภิเษก,2662,686.0,25,0,74,15,9977,3272.0,83,1,393,54,2169.0,616,24,0,46,13,20110.0,13.68583819,100.52036,31.568513753015637,16.534462981096137,0
609,609,2023-08-03,พระราม 3 - รัชดา,พระรามที่ 3,13759,3627.0,89,1,193,59,31435,14343.0,272,0,1969,126,7517.0,2630,97,0,112,30,76259.0,13.68583819,100.52036,31.64536646864014,3.4879557304187294,0
610,610,2023-08-04,เศรษฐศิริ,เศรษฐศิริ,1574,310.0,13,0,5,34,3888,1400.0,9,0,46,74,1161.0,309,8,0,4,10,8845.0,13.78160303,100.5305589,31.621688664935483,23.58547375721561,0
611,611,2023-08-04,เศรษฐศิริ,เทอดดำริ,2743,453.0,11,0,13,19,6692,1757.0,24,0,59,64,1489.0,616,5,0,10,6,13961.0,13.78160303,100.5305589,34.5576326748892,16.567593958967148,0
612,612,2023-08-07,ลาดพร้าว- ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,9402,1972.0,10,0,104,21,38235,10666.0,96,0,1208,71,9046.0,1878,18,0,106,16,72849.0,13.78643893,100.6087706,33.243752533709845,27.454212244079102,0
613,613,2023-08-07,ลาดพร้าว- ประดิษฐ์มนูธรรม,ลาดพร้าว,5044,1287.0,222,0,28,5,19158,6680.0,764,2,218,17,4878.0,1748,201,1,6,2,40261.0,13.78643893,100.6087706,25.93285775913019,26.921228181760952,0
614,614,2023-08-07,หน้าเซ็นทรัลอีสวิลล์,ประดิษฐ์มนูธรรม,9402,1972.0,10,0,104,21,38235,10666.0,96,0,1208,71,9046.0,1878,18,0,106,16,72849.0,13.8024297,100.6157226,25.288700265214658,29.656227565739922,0
615,615,2023-08-08,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์,4660,1049.0,77,19,69,67,17406,6186.0,458,45,615,260,4572.0,1950,159,17,66,97,37772.0,13.75946307,100.4699538,32.35315315209576,26.098450976905685,0
616,616,2023-08-08,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์ 35,317,84.0,0,0,2,3,918,282.0,0,0,30,15,196.0,95,0,0,1,3,1946.0,13.75946307,100.4699538,25.58623404752727,23.14824723491819,0
617,617,2023-08-08,ทางข้ามระหว่างซอยจรัญสนิทวงศ์ 44 - 46,จรัญสนิทวงศ์,4872,846.0,76,10,24,121,23896,5846.0,384,25,380,356,5857.0,1272,82,9,19,98,44173.0,13.77884401,100.4866334,28.227850785571402,18.106542436844276,0
618,618,2023-08-08,ปากซอยคริสจักร,จรัญสนิทวงศ์,2429,480.0,135,2,22,123,7950,1746.0,535,4,103,342,2042.0,501,150,1,11,165,16741.0,13.73085889,100.4733094,30.727739032877388,29.8534406761405,0
619,619,2023-08-09,ปากซอยศาลาธรรมสพน์ 26,ศาลาธรรมสพน์,1779,633.0,14,0,23,0,4662,2848.0,66,0,272,7,1289.0,790,21,0,36,1,12441.0,13.79778474,100.3712521,34.17098240979197,30.714963397954747,0
620,620,2023-08-09,พุทธมณฑลสาย 3 - อุทยาน,พุทธมณฑลสาย 3,6548,2227.0,16,0,247,7,14438,12473.0,54,0,3178,29,3293.0,2315,10,1,403,3,45242.0,13.778492,100.363769,29.794195254169097,37.25794312588851,0
621,621,2023-08-09,พุทธมณฑลสาย 3 - อุทยาน,อุทยาน,3311,1020.0,4,0,42,2,5480,3537.0,9,0,338,7,1153.96,595,1,0,14,2,15515.96,13.778492,100.363769,32.16614207580381,39.29674339934655,0
622,622,2023-08-10,หน้าตลาดพุทธบูชา 95,พุทธบูชา,1562,582.0,2,0,22,4,4143,2414.0,2,0,198,17,1261.0,541,1,0,16,6,10771.0,13.67222645,100.4728231,31.981464943074464,13.513701247325477,0
623,623,2023-08-10,ทางข้ามระหว่างซอยพุทธบูชา 22 -22/1,พุทธบูชา,1533,433.0,4,0,9,4,5801,2116.0,4,0,171,15,1453.0,406,0,0,23,6,11978.0,13.66422235,100.4701612,25.67885827061783,17.435799463941308,0
624,624,2023-08-10,ปากทางเข้าแฟลตทหารเรือ,สุขสวัสดิ์ 26,628,256.0,0,0,5,3,1794,1032.0,0,0,47,8,372.0,182,0,0,9,6,4342.0,13.67301008,100.4853409,27.84292643989788,25.456831893244473,0
625,625,2023-08-11,วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน,2244,825.0,90,39,53,180,12354,4412.0,409,168,298,512,3443.0,1294,110,44,46,123,26644.0,13.72635063,100.4930785,33.9871553018811,22.532347322259454,0
626,626,2023-08-11,วงเวียนใหญ่,ประชาธิปก,3431,857.0,94,35,9,176,14126,4688.0,470,135,121,556,3836.0,1413,120,24,64,124,30279.0,13.72635063,100.4930785,27.515727515993813,18.171805774054263,0
627,627,2023-08-11,วงเวียนใหญ่,อินทรพิทักษ์,5864,960.0,137,15,32,160,12162,3339.0,549,60,183,630,2992.0,692,129,16,17,134,28071.0,13.72635063,100.4930785,26.483529952771484,48.35082537423514,0
628,628,2023-08-11,วงเวียนใหญ่,ลาดหญ้า,1857,329.0,102,7,23,266,6324,1990.0,305,11,81,812,1423.0,338,70,1,2,167,14108.0,13.72635063,100.4930785,29.02034461874598,26.85835334699996,0
629,629,2023-08-15,ปากซอยลาดหญ้า 10,ลาดหญ้า,1606,326.0,91,0,8,261,5110,1536.0,333,0,29,600,1195.0,368,89,0,5,157,11714.0,13.72803703,100.5004269,26.773957904362323,17.073652758102426,0
630,630,2023-08-15,หน้าสถาบันสุขภาพเด็กฯ,ราชวิถี,4891,788.0,211,38,12,39,20401,3920.0,904,92,227,193,3894.0,926,277,21,41,53,36928.0,13.76616502,100.5353932,26.624586186597273,39.71478448205987,0
631,631,2023-08-15,หน้าห้างเซ็นจูรี่,รางน้ำ,846,212.0,3,0,6,18,2989,745.0,10,0,15,102,599.0,118,3,0,4,8,5678.0,13.76126692,100.536849,28.576047338635306,4.535843546856527,0
632,632,2023-08-15,หน้า ททบ.5,พหลโยธิน,4352,537.0,161,50,35,51,15782,3987.0,753,155,267,45,3832.0,851,170,30,29,9,31096.0,13.77092864,100.5415547,33.9039619828979,38.55814250861016,0
633,633,2023-08-16,เอกมัยใต้,ทางเข้าขนส่งเอกมัย,30,19.0,11,9,0,1,331,160.0,91,57,3,15,26.0,47,28,17,1,3,849.0,13.72005,100.584417,32.0345601463617,32.043489091182174,0
634,634,2023-08-16,เอกมัยใต้,สุขุมวิท 63,1466,449.0,6,1,5,10,4983,1689.0,42,4,35,46,1505.0,498,14,1,9,7,10770.0,13.72005,100.584417,31.507194507473635,33.32377092722222,0
635,635,2023-08-16,เอกมัยใต้,สุขุมวิท,3842,1240.0,148,19,17,17,12746,5294.0,503,71,193,113,3085.0,1265,149,18,49,26,28795.0,13.72005,100.584417,32.77459927985529,8.543481894342907,0
636,636,2023-08-17,เพชรเกษม 81,เพชรเกษม 81,1109,237.0,29,0,22,8,3493,1196.0,108,0,248,16,871.0,293,24,0,29,4,7687.0,13.70548556,100.3432709,29.324808366663632,8.807166303894022,0
637,637,2023-08-17,เพชรเกษม 81,เพชรเกษม,5744,2888.0,182,1,371,10,23463,15586.0,830,6,3462,48,6432.0,4094,269,1,598,13,63998.0,13.70548556,100.3432709,34.84439237205392,37.13419163472442,0
638,638,2023-08-17,หน้าโรงเรียนสารสาสน์ฯ,เพชรเกษม 81(มาเจริญ),872,722.0,7,2,17,7,3459,3474.0,23,0,535,19,924.0,837,5,0,49,9,10961.0,13.67192726,100.3471042,29.542798603548903,28.124657280345648,0
639,639,2023-08-18,ยมราช,หลานหลวง,25,42.0,66,0,3,3,114,141.0,276,0,16,12,49.0,25,53,0,2,1,828.0,13.75735456,100.5205655,28.83755182662935,32.45506974905105,0
640,640,2023-08-18,ยมราช,พิษณุโลก,6154,1092.0,53,0,39,172,20831,5408.0,276,0,378,405,5900.0,1326,103,0,25,77,42239.0,13.75735456,100.5205655,25.525326899447514,4.61051640790941,0
641,641,2023-08-18,ยมราช,สวรรคโลก,1937,385.0,63,0,9,36,6722,1962.0,204,1,68,126,1374.0,299,52,0,7,21,13266.0,13.75735456,100.5205655,33.36721308217667,6.738989679962415,0
642,642,2023-08-18,ยมราช,เพชรบุรี,4622,1030.0,118,1,15,109,15346,5066.0,512,2,288,309,2700.0,1012,130,1,53,68,31382.0,13.75735456,100.5205655,25.372728403212918,32.96178757906556,0
643,643,2023-08-21,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เอราวัณ ปาร์ค อเวนิว,415,81.0,0,0,4,8,760,275.0,0,0,20,18,173.0,74,0,0,2,3,1833.0,13.77284651,100.4602136,30.545027945100923,28.35869393052091,0
644,644,2023-08-21,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เลียบทางรถไฟสายใต้,1353,267.0,2,0,9,11,3826,1087.0,0,0,60,42,1405.0,351,4,1,14,3,8435.0,13.77284651,100.4602136,33.545472995570094,26.442392283526335,0
645,645,2023-08-22,ปากซอยรามคำแหง 23,รามคำแหง,3630,1290.0,204,19,20,2,13260,4670.0,696,65,147,17,3142.0,841,177,19,13,6,28218.0,13.75413517,100.6121463,26.772838956551883,1.9437792330370018,0
646,646,2023-08-22,รามคำแหง 24,รามคำแหง 24,706,191.0,4,2,9,7,2630,721.0,29,7,50,30,511.0,109,6,2,4,7,5025.0,13.755386,100.613542,27.737257256603677,49.14439204582845,0
647,647,2023-08-22,รามคำแหง 24,รามคำแหง,3706,1200.0,193,18,16,7,10875,3975.0,697,63,142,41,2619.0,809,179,18,18,6,24582.0,13.755386,100.613543,32.76045246079751,48.20942074450883,0
648,648,2023-08-23,สุขุมวิท - สุขุมวิท 71,สุขุมวิท 71,1325,354.0,22,6,31,23,4093,1675.0,169,27,377,77,862.0,394,27,2,34,9,9507.0,13.71317107,100.5941197,26.0844296705114,21.51015059166015,0
649,649,2023-08-23,สุขุมวิท - สุขุมวิท 71,สุขุมวิท,6206,1690.0,180,29,134,90,23752,8415.0,867,166,1334,402,6165.0,2169,204,32,104,85,52024.0,13.71317107,100.5941197,29.94194913170363,2.4077298202689668,0
650,650,2023-08-23,พระโขนง,พระรามที่ 4,528,196.0,31,0,19,3,2016,1334.0,160,1,179,14,354.0,197,22,0,7,2,5063.0,13.71429297,100.5925336,28.757137912555518,7.411400665149087,0
651,651,2023-08-23,พระโขนง,สุขุมวิท,6567,1797.0,201,46,104,78,22718,8443.0,817,168,1452,347,5128.0,1654,206,32,167,69,49994.0,13.71429297,100.5925336,27.136159187480807,9.079408288587148,0
652,652,2023-08-24,ด่วนเพลินจิต,ดวงพิทักษ์,788,124.0,0,0,4,1,2232,691.0,0,0,6,9,402.0,81,0,0,2,3,4343.0,13.74277879,100.550544,31.58463410798914,6.911697438612075,0
653,653,2023-08-24,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,3131,504.0,1,0,7,0,7412,1847.0,12,0,15,0,1184.0,272,2,0,1,0,14388.0,13.74277879,100.550544,31.41814947110987,22.22878949639545,0
654,654,2023-08-24,ด่วนเพลินจิต,เพลินจิต,406,162.0,17,3,2,1,2005,696.0,94,25,29,97,322.0,200,32,5,7,20,4123.0,13.74277879,100.550544,29.015754729603778,23.721711392721325,0
655,655,2023-08-24,ด่วนเพลินจิต,สุขุมวิท,7212,1198.0,48,6,40,25,18062,3429.0,242,22,100,100,4205.0,719,54,7,5,18,35492.0,13.74277879,100.550544,34.45522321933264,35.97319971152928,0
656,656,2023-08-25,เพชรพระราม ,บรรทัดทอง,947,179.0,15,0,9,67,2980,762.0,43,0,41,408,588.0,200,12,0,7,66,6324.0,13.754972,100.526886,27.875627288035446,8.468361437955663,0
657,657,2023-08-25,เพชรพระราม ,เพชรบุรี,6756,1277.0,129,5,9,165,20930,5698.0,527,17,155,806,4213.0,1216,139,5,20,136,42203.0,13.754972,100.526887,32.555296231491724,19.19042659778483,0
658,658,2023-08-28,บางขุนนนท์,จรัญสนิทวงศ์,4508,998.0,140,8,44,88,16756,5028.0,552,22,266,399,3937.0,1217,144,2,29,122,34260.0,13.763886,100.473897,28.545581741963147,43.55518379754331,0
659,659,2023-08-28,บางขุนนนท์,บางกอกน้อยตลิ่งชัน,1509,434.0,31,0,12,29,4898,1963.0,103,0,87,90,1204.0,476,23,0,12,25,10896.0,13.763886,100.473898,33.45617626757562,7.519415188207529,0
660,660,2023-08-28,บางขุนนนท์,จรัญสนิทวงศ์ 32,78,41.0,0,0,2,2,282,136.0,0,0,6,9,59.0,38,0,0,1,0,654.0,13.763886,100.473899,27.86787301195218,48.98421361165501,0
661,661,2023-08-29,สาทร - นราธิวาสฯ,นราธิวาสราชนครินทร์,4353,1026.0,50,7,24,36,15879,4755.0,196,40,118,121,4801.0,1466,63,7,13,42,32997.0,13.721847,100.530147,33.109468720545564,24.912478355638196,0
662,662,2023-08-29,สาทร - นราธิวาสฯ,สาทร,8463,1349.0,32,5,33,24,25683,6502.0,167,18,304,259,6052.0,1360,39,6,22,53,50371.0,13.721847,100.530148,29.915961572020205,10.941893623602244,0
663,663,2023-08-30,บางแค,บางแค,534,194.0,1,0,10,11,2469,1255.0,2,0,21,32,581.0,259,1,0,1,6,5377.0,13.711753,100.420836,29.830817085810327,24.18166167525943,0
664,664,2023-08-30,บางแค,เพชรเกษม,6765,1995.0,238,0,72,246,23346,9701.0,1062,2,586,548,6579.0,2994,244,3,119,188,54688.0,13.711753,100.420837,34.23721156473304,28.493836885923468,0
665,665,2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เพชรเกษม 69,1160,633.0,19,1,92,7,3894,2467.0,61,0,300,18,912.0,529,18,0,57,3,10171.0,13.68878157,100.3820787,26.012288509165295,19.745308652527516,0
666,666,2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เลียบคลองภาษีเจริญฝั่งใต้,450,199.0,0,0,10,1,1517,1011.0,0,0,128,7,416.0,229,0,0,5,2,3975.0,13.68878157,100.3820787,25.09469668761727,16.746993220341388,0
667,667,2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,สวนจำปี,9,22.0,0,0,5,0,57,56.0,0,0,28,1,25.0,15,0,0,4,0,222.0,13.68878157,100.3820787,28.62796271834857,5.913358517629458,0
668,668,2023-02-01,ราชเทวี,พญาไท,7578,1372.0,133,3,43,173,25973,6653.0,573,15,257,1193,6382.0,1431,160,2,52,255,52248.0,13.75324736,100.5317961,30.15812015591032,24.158436264275164,0
669,669,2023-02-01,ราชเทวี,เพชรบุรี,6648,1438.0,123,9,31,201,23122,6479.0,713,21,238,1815,5929.0,1332,191,3,50,512,48855.0,13.75324736,100.5317961,31.814513840541583,37.33812245050833,0
670,670,2023-02-02,บางพลัด,จรัญสนิทวงศ์,7592,1276.0,109,5,33,173,29010,7841.0,399,15,438,530,7076.0,1873,98,3,63,152,56686.0,13.78461499,100.4945292,30.018801279637124,16.145325020812116,0
671,671,2023-02-02,บางพลัด,สิรินธร,3454,809.0,50,3,48,33,10715,3152.0,179,9,442,59,1977.0,736,30,4,37,9,21746.0,13.78461499,100.4945292,27.77218968196905,34.070934918122994,0
672,672,2023-02-02,บางพลัด,ราชวิถี,947,238.0,46,0,19,9,4014,1310.0,170,0,61,24,989.0,366,49,0,6,4,8252.0,13.78461499,100.4945292,29.689857665154946,0.35362982848319846,0
673,673,2023-02-06,ประชานิเวศน์,ประชาชื่น,2796,676.0,18,0,25,14,9210,2880.0,74,1,187,39,2557.0,665,13,0,23,9,19187.0,13.8398598,100.5412532,29.131248221860595,16.03000610442347,0
674,674,2023-02-06,ประชานิเวศน์,เทศบาลสงเคราะห์,1235,251.0,10,0,5,1,4263,1057.0,33,0,75,6,1660.0,249,3,0,4,0,8852.0,13.8398598,100.5412532,25.541912593111626,33.06786067342261,0
675,675,2023-02-06,ปากซอยประชาชื่น 37,ประชาชื่น,2409,420.0,33,3,9,4,10837,2697.0,62,2,120,19,2665.0,722,11,1,22,11,20047.0,13.84083295,100.5414075,27.05402589328631,24.304769800742303,0
676,676,2023-02-06,ปากซอยประชาชื่น 37,ประชาชื่น 37,189,71.0,0,0,1,0,551,182.0,0,0,12,4,140.0,30,0,0,3,1,1184.0,13.84083295,100.5414075,28.743103232180765,37.63006487355259,0
677,677,2023-02-07,พัฒนาการ - พัฒนาการ 25,พัฒนาการ 25,2323,758.0,3,0,18,2,7285,2775.0,24,0,109,14,2267.0,881,18,0,22,5,16504.0,13.73650455,100.6163628,32.49387549140877,22.332180910202727,0
678,678,2023-02-07,พัฒนาการ - พัฒนาการ 25,พัฒนาการ,8558,1863.0,85,2,93,8,27954,8264.0,320,4,720,40,6617.0,1886,72,0,66,10,56562.0,13.73650455,100.6163628,25.705210225993746,32.653609522358465,0
679,679,2023-02-06,ทางลอดกลับรถถนนพัฒนาการ,พัฒนาการ,1035,209.0,0,0,0,3,3813,1428.0,0,0,34,3,1011.0,335,0,0,8,1,7880.0,13.73711736,100.6281321,27.434501860033187,28.475033497358687,0
680,680,2023-02-07,อุโมงค์ถาวรธวัช,ถาวรธวัช,2935,885.0,1,0,15,1,9021,3583.0,5,1,238,9,2682.0,837,2,0,53,1,20269.0,13.74146181,100.6160971,25.822817139857786,26.727063528806788,0
681,681,2023-02-08,พระราม 9,รัชดาภิเษก,6309,1301.0,68,1,25,16,23469,5624.0,313,1,265,125,5432.0,1104,77,1,29,70,44230.0,13.75608015,100.5649663,32.78483693255438,3.1207731744154144,0
682,682,2023-02-08,พระราม 9,อโศกดินแดง,4410,1189.0,49,3,92,9,17454,6778.0,159,10,1214,78,5501.0,1532,46,2,87,11,38624.0,13.75608015,100.5649663,32.635203413255866,17.455804539098935,0
683,683,2023-02-08,พระราม 9,พระราม 9,3558,920.0,37,3,59,8,13393,4872.0,214,16,774,85,3916.0,1301,42,2,25,23,29248.0,13.75608015,100.5649663,25.37948408728428,43.45845553200105,0
684,684,2023-02-09,พระรามที่ 2,สุขสวัสดิ์,7752,2517.0,264,49,245,226,26184,12588.0,1076,216,2227,725,5506.0,2436,260,56,170,176,62673.0,13.6851229,100.4877892,26.72743314579186,48.33995042944918,0
685,685,2023-02-09,พระรามที่ 2,พระรามที่ 2,4962,1717.0,169,0,91,11,13625,7931.0,547,0,2254,53,3894.0,1823,106,2,329,75,37589.0,13.6851229,100.4877892,29.777762278960992,2.331151778863483,0
686,686,2023-02-10,ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,11184,2899.0,41,0,137,9,35693,12212.0,138,0,1401,34,9971.0,2484,27,0,110,8,76348.0,13.82591065,100.6281899,27.724384287943515,37.89840505424822,0
687,687,2023-02-10,ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,10339,2928.0,52,0,142,7,32990,12574.0,146,1,1424,34,10807.0,3261,35,1,140,5,74886.0,13.82591065,100.6281899,29.185535018933543,20.10662968965545,0
688,688,2023-02-13,ซังฮี้,สามเสน,1733,322.0,82,0,16,6,7370,2050.0,411,0,176,50,1466.0,396,64,0,23,16,14181.0,13.77838011,100.5084347,30.092161043302003,15.795924207273343,0
689,689,2023-02-13,ซังฮี้,ราชวิถี,2005,333.0,91,0,14,6,7464,1917.0,533,0,121,37,2313.0,347,100,0,9,6,15296.0,13.77838011,100.5084347,32.717970650001504,43.185901707840436,0
690,690,2023-02-14,วขิระ,สามเสน,620,105.0,100,0,3,1,2286,462.0,324,0,29,2,208.0,111,112,0,7,3,4373.0,13.78129093,100.5097905,31.17003274025096,4.346661426835907,0
691,691,2023-02-14,วขิระ,สุโขทัย,2067,387.0,77,1,17,8,9640,3382.0,190,1,195,58,2264.0,505,42,1,19,10,18864.0,13.78129093,100.5097905,26.037652610340523,35.88146998417005,0
692,692,2023-02-16,สี่เสาเสาเทเวศร์,สามเสน,2147,511.0,48,1,5,12,3932,1069.0,245,2,30,106,1028.0,238,51,0,6,42,9473.0,13.77116165,100.5050178,26.50623606035637,42.194086394884984,0
693,693,2023-02-16,สี่เสาเสาเทเวศร์,ศรีอยุธยา,850,186.0,9,0,9,35,2456,697.0,21,0,26,246,713.0,201,4,0,2,39,5494.0,13.77116165,100.5050178,25.38265490031374,17.83624818983851,0
694,694,2023-02-17,ศรีย่าน,สามเสน,1000,242.0,122,0,11,16,4548,1343.0,477,0,82,120,1095.0,322,123,0,17,18,9536.0,13.78535419,100.5117745,25.110034492415085,42.37616658416229,0
695,695,2023-02-17,ศรีย่าน,นครไชยศรี,210,82.0,5,7,5,11,1023,399.0,14,39,14,49,166.0,68,6,9,2,4,2113.0,13.78535419,100.5117745,32.87997649053065,12.079626157925299,0
696,696,2023-02-20,บางกระบือ,สามเสน,1659,284.0,37,0,5,15,4713,1335.0,276,1,162,124,959.0,379,75,0,53,29,10106.0,13.78935313,100.5146366,33.674614094626065,9.954057080493234,0
697,697,2023-02-20,บางกระบือ,เขียวไข่กา,425,81.0,0,0,0,2,396,69.0,0,0,0,3,31.0,15,0,0,0,0,1022.0,13.78935313,100.5146366,30.853543853900224,21.247888189085668,0
698,698,2023-02-20,บางกระบือ,อำนวยสงคราม,705,152.0,60,0,7,14,2941,900.0,178,0,107,80,777.0,206,59,0,10,12,6208.0,13.78935313,100.5146366,27.905662959422724,2.332303422822907,0
699,699,2023-02-21,เกียกกาย,สามเสน,879,195.0,26,0,6,4,3198,816.0,121,0,28,36,1545.0,233,32,0,8,6,7133.0,13.79722809,100.5214466,27.129874604846023,20.480400790711826,0
